utterance|intent|domain|dialogue_id
Are there any high rated places in New York City that have a gluten-free menu?|restaurantname|restaurant|single_sen
I need a reservation for an Italian place in New York City.|reservation|restaurant|single_sen
I need a restaurant in the moderate price range in Spartanburg, SC|restaurantname|restaurant|single_sen
I'm in Chicago and want to try one of the best places that serves a good italian beef|restaurantname|restaurant|single_sen
dinner theater in nashville, nc|restaurantname|restaurant|single_sen
I'm looking for a table for 2 in Brooklyn. Mexican cuisine, with a romantic ambience.|reservation|restaurant|single_sen
I am looking for a good pizza in Brooklyn.|restaurantname|restaurant|single_sen
I need a table for a party of 12 in LA at a American at 6pm tuesday|reservation|restaurant|single_sen
Can you please direct me to a burrito that takes reservations|reservation|restaurant|single_sen
I need a reservation for 3 in Seattle for American cuisine.|reservation|restaurant|single_sen
I need a good asian in Brooklyn.|restaurantname|restaurant|single_sen
i'm looking for a sit down chinese with reservation availability for tomorrow|reservation|restaurant|single_sen
I'm looking for a in Chicago with a strict dress code, table for 4. Price does not matter.|restaurantname|restaurant|single_sen
Are there any Asians that are available?|restaurantname|restaurant|single_sen
Howdy Partner! I am looking for a cheap to moderate Mexican type of eatery for me and my amigos to eat at near Phoenix, Arizona. We would like a table for 4 people on Wednesday at 7:00, 7:30, or 8:00 pm. Thank you!|restaurantname|restaurant|single_sen
I need a table for a party of 12 in LA at a Fine Dining at 6pm tuesday|reservation|restaurant|single_sen
Can you find me a similar to Little Goat in Chicago? I go there a lot and want to try a different|restaurantname|restaurant|single_sen
I need Italian food for 2 people in Seattle.|restaurantname|restaurant|single_sen
I need a table for a party of 12 in LA at a mexican at 6pm tuesday|reservation|restaurant|single_sen
Looking for a where you drive up and stay in your car|restaurantname|restaurant|single_sen
I need a table for a party of 1 in LA at a Italian at 8pm tuesday|reservation|restaurant|single_sen
I need a cheap vegan in Los Angeles|restaurantname|restaurant|single_sen
I need a mexican for 2 people in Baltimore.|restaurantname|restaurant|single_sen
looking for clams in seattle|restaurantname|restaurant|single_sen
What is the best place for indian food near Natick, MA? And can I get a reservation on Saturday around 8 or 9pm? For me and my daughter.|reservation|restaurant|single_sen
Could you try Maxwells 148 please?|reservation|restaurant|single_sen
I need a reservation for Italian cuisine tomorrow at 8 for 3 people in Seattle.|reservation|restaurant|single_sen
I need a table for a party of 12 in Chicago at a mexican restaurant at 6pm tuesday|reservation|restaurant|single_sen
looking for something excite in wilmington, nc tonight|restaurantname|restaurant|single_sen
Can you please give me the location of the closest burger place with a yelp score of 4.0 or higher|address|restaurant|single_sen
Need a mexican restraurant in Fremont, california with a high yelp score for 6 at 6pm on 3/16/16|restaurantname|restaurant|single_sen
Need a restaurant with Dairy free options in Chicago that can fit a reservation for 6 at 3pm thursday|reservation|restaurant|single_sen
Can you find me that is different from Cafe Renaissance in Washington DC as possible. I went there and hated it|restaurantname|restaurant|single_sen
I'm looking for a place where I can get a table for 12 people in Schaumburg, IL. Any cuisine, but we need vegetarian options.|restaurantname|restaurant|single_sen
I need a reservation for 3 at a asian place in New York.|reservation|restaurant|single_sen
Need a vegan restaurant in Sacramento that can fit a reservation for 6 at 3pm thursday|reservation|restaurant|single_sen
Need a restaurant with gluten free options in San Jose that can fit a reservation for 6 at 3pm thursday|reservation|restaurant|single_sen
Need a steak restaurant in Sacramento that can fit a reservation for 6 at 3pm thursday|reservation|restaurant|single_sen
Need a restaurant with gluten free Italian options in Chicago that can fit a reservation for 6 at 3pm thursday|reservation|restaurant|single_sen
I need a party of 5 at a German restaurant in Baltimore.|restaurantname|restaurant|single_sen
I need a vegetarian friendly restaurant in LA for 4 at 3pm thursday|restaurantname|restaurant|single_sen
I need Italian food in New york City for 3 people tomorrow night.|restaurantname|restaurant|single_sen
I need a wedding friendly restaurant in Portland for 20 at 3pm thursday|restaurantname|restaurant|single_sen
Need a restaurant with gluten free pizza options in NYC that can fit a reservation for 6 at 3pm thursday|reservation|restaurant|single_sen
where can I find exotic food in san diego|restaurantname|restaurant|single_sen
Need to find good sushi for 8 in Santa Clara, california at 7pm on 3/18/16|restaurantname|restaurant|single_sen
Need a restaurant with gluten free pizza options in LA that can fit a reservation for 6 at 3pm thursday|reservation|restaurant|single_sen
I'm looking for a restaurant with extensive gluten-free options in Chicago, IL.|restaurantname|restaurant|single_sen
looking for a place on the gulf in pensacola saturday|restaurantname|restaurant|single_sen
need a theme restaurant in wilmington, nc this saturday at 2|restaurantname|restaurant|single_sen
I need a reservation for 10 in Seattle for a nice Italian place.|reservation|restaurant|single_sen
Need a vegan restaurant in NYC that can fit a reservation for 6 at 3pm thursday|reservation|restaurant|single_sen
I want to attend the top rated place in modesto,  california for 3 at 8pm friday|restaurantname|restaurant|single_sen
Are there any 4-star restaurants in Crystal Lake, IL?|restaurantname|restaurant|single_sen
Looking for a table for 3 on Saturday at 9pm|reservation|restaurant|single_sen
looking for japanese in chinatown new york|restaurantname|restaurant|single_sen
Can you find me two adult tickets anytime tomorrow morning for the showing of “Zoology at a theater close to 95833 area code?|ticket|restaurant|single_sen
I would like to book a seafood place in Seattle on 03\/20 at 3:30pm for 3 people|reservation|restaurant|single_sen
Need a Low Carb restaurant in Sacramento that can fit a reservation for 6 at 3pm thursday|reservation|restaurant|single_sen
Are there any Gastro Pubx in the san deigo area with available tables for a party of 4 on March 23|reservation|restaurant|single_sen
Need a restaurant with Sugar free options in Chicago that can fit a reservation for 6 at 3pm thursday|reservation|restaurant|single_sen
I need to find a Mexican place for dinner tomorrow.|restaurantname|restaurant|single_sen
I need a chinese place that can seat 5 people.|restaurantname|restaurant|single_sen
I would like to purchase 2 tickets to see The Other Side of the Door at the AMC Pacific Place 11 in Seattle on March 15th.  I prefer the 10:30 PM show if available.|other|restaurant|single_sen
book me a place where they cook the food in front of you in wilmington, nc|reservation|restaurant|single_sen
Need a restaurant with gluten free options in Chicago that can fit a reservation for 6 at 3pm thursday|reservation|restaurant|single_sen
where can I find brazilian food in arlington, va thursday night at 7 for 4 people|restaurantname|restaurant|single_sen
 need a table for a party of 7 in LA at a sushi restaurant at 6pm tuesday|reservation|restaurant|single_sen
I'd like to eat at a place like Bistro L'Hermitage in Washington DC but can't really afford to spend too much. Can you help?|restaurantname|restaurant|single_sen
I need a restaurant high rated Alfredo in LA for 4 at 3pm thursday|restaurantname|restaurant|single_sen
I need a restaurant that serves Enchiladas in LA for 4 at 3pm thursday|restaurantname|restaurant|single_sen
I need to contact my russian handler so need a quiet secluded place in washington, dc tonight.|restaurantname|restaurant|single_sen
I have a group of 8 and need a reservation at a fairly cheap sit-down Mexican place in Los Angeles|reservation|restaurant|single_sen
Give me the three restaurants to choose from.|restaurantname|restaurant|single_sen
I need a restaurant that serves breakfast all day in LA for 4 at 3pm thursday|restaurantname|restaurant|single_sen
i am looking for a steak place in portland oregon|restaurantname|restaurant|single_sen
Can you find me a reservation for four at Salty's on Alki Beach in Seattle?|reservation|restaurant|single_sen
 I would like to reserve a table at a place that serves awesome burgers  in Miami, FL I will be needing a table for two on 3/19 at 6 pm|reservation|restaurant|single_sen
I need a restaraunt that serves surf and turf on this Friday at 6pm. Are there any available?|restaurantname|restaurant|single_sen
need an ocean view place in wrightsville beach on saturday at 6|restaurantname|restaurant|single_sen
I'd like to reserve a table for 3 in Manhattan tomorrow night at 8:00PM. I would prefer an Asian restaurant. Please book it under the name Mary Berry.|reservation|restaurant|single_sen
